Customer ID,Total_Credit_Amt,Total_Credit_Cnt,Total_Debit_Amt,Total_Debit_Cnt,Age,Category,EFFECTIVE.RISK,Activity.Risk,Rating
2121,21143.41081,17,79514.0,6,68,Coorporate,5,5,Low Risk
2122,19607.5306,20,21945.0,1,32,Individual,9,9,Low Risk
2123,20363.00389,40,32555.0,1,22,Coorporate,1,1,Low Risk
2124,26304.44157,14,41688.0,7,62,Coorporate,1,9,Low Risk
2125,16262.00896,48,60156.0,5,54,Individual,9,1,Low Risk
2126,20356.13706,26,29430.0,5,71,Individual,1,5,Low Risk
2127,16747.10992,48,53557.0,4,71,Coorporate,9,9,Low Risk
2128,15251.46795,20,38036.0,4,74,Individual,5,1,Low Risk
2129,10457.82127,26,27607.0,5,52,Coorporate,1,5,High Risk
2130,12942.29816,48,6301.0,4,39,Coorporate,9,9,High Risk
2131,10080.04806,26,48941.0,4,49,Individual,5,9,Low Risk
2132,24228.32218,46,38184.0,4,28,Coorporate,1,5,Low Risk
2133,27799.36371,27,29733.0,4,41,Individual,9,1,Low Risk
2134,21603.10982,43,44920.0,2,42,Individual,9,1,Low Risk
2135,25158.62611,23,64231.0,3,60,Coorporate,1,1,Low Risk
2136,14192.98537,37,22787.0,1,62,Coorporate,5,9,Low Risk
2137,15551.57366,19,12243.0,3,25,Coorporate,9,1,Low Risk
2138,12240.6271,34,52742.0,5,47,Individual,1,5,Low Risk
2139,21786.84908,28,70351.0,1,41,Coorporate,9,5,Low Risk
2140,21519.52918,44,72335.0,3,64,Coorporate,5,1,Low Risk
2141,17412.53234,36,63672.0,5,29,Coorporate,9,1,High Risk
2142,12693.41461,9,54913.0,3,25,Coorporate,5,9,Low Risk
2143,14142.68126,8,30026.0,1,51,Individual,9,1,High Risk
2144,27001.69317,17,46896.0,3,25,Individual,9,1,Low Risk
2145,14634.20562,15,34062.0,6,39,Coorporate,5,5,Low Risk
2146,17508.65688,30,31377.0,5,74,Coorporate,5,1,Low Risk
2147,14734.30529,8,16723.0,4,49,Coorporate,5,5,Low Risk
2148,27043.8306,24,23749.0,4,39,Individual,5,1,Low Risk
2149,18494.07559,19,72783.0,8,50,Coorporate,5,5,Low Risk
2150,15744.53505,37,54201.0,4,36,Individual,9,5,High Risk
2151,20897.29314,12,12999.0,3,73,Coorporate,5,9,Low Risk
2152,16911.1264,11,45900.0,4,32,Coorporate,9,9,Low Risk
2153,26595.4024,13,79862.0,2,54,Individual,1,9,High Risk
2154,17571.74271,47,15523.0,5,65,Individual,1,5,High Risk
2155,28706.54137,7,26005.0,4,61,Individual,9,1,Low Risk
2156,20434.74426,18,11019.0,4,47,Coorporate,5,1,High Risk
2157,19243.73829,32,8324.0,4,59,Individual,5,5,Low Risk
2158,17634.53179,26,24663.0,4,73,Individual,5,5,High Risk
2159,22591.2046,33,60293.0,5,31,Coorporate,9,5,Low Risk
2160,20972.6404,27,34972.0,4,21,Coorporate,5,5,Low Risk
2161,28644.72972,15,53845.0,2,66,Individual,5,9,High Risk
2162,13143.13009,2,56115.0,4,29,Coorporate,1,5,High Risk
2163,18091.92129,32,49010.0,3,30,Individual,1,1,Low Risk
2164,29857.92261,22,57204.0,5,60,Individual,5,5,High Risk
2165,12173.76592,20,11208.0,4,46,Individual,1,5,High Risk
2166,22036.15259,29,16271.0,4,35,Coorporate,1,9,Low Risk
2167,12127.41583,8,28997.0,4,28,Coorporate,1,1,Low Risk
2168,21020.85886,6,72897.0,5,32,Individual,1,9,Low Risk
2169,22207.21047,26,30689.0,2,63,Individual,5,1,High Risk
2170,20591.80073,20,26576.0,3,25,Individual,1,5,Low Risk
2171,14295.25666,37,49490.0,3,26,Individual,1,1,High Risk
2172,20075.03175,42,30055.0,6,27,Coorporate,5,1,Low Risk
2173,14304.41608,36,28384.0,4,49,Coorporate,9,1,Low Risk
2174,17150.17992,38,15902.0,5,36,Coorporate,9,9,Low Risk
2175,27597.47301,21,69177.0,1,65,Individual,5,1,Low Risk
2176,14970.106,14,53922.0,4,41,Coorporate,9,1,Low Risk
2177,11643.05491,2,45036.0,6,32,Coorporate,9,9,Low Risk
2178,11487.09202,31,58472.0,5,42,Individual,1,1,Low Risk
2179,11988.20132,34,63345.0,2,50,Coorporate,5,5,Low Risk
2180,10433.53701,48,72627.0,1,50,Coorporate,5,9,Low Risk
2181,23193.76686,48,50903.0,2,41,Individual,5,1,Low Risk
2182,14927.18039,35,27076.0,1,31,Coorporate,5,1,Low Risk
2183,13034.24439,26,52362.0,2,63,Coorporate,9,9,Low Risk
2184,22496.98205,49,8706.0,3,55,Individual,5,9,Low Risk
2185,14306.4736,42,50909.0,3,28,Coorporate,1,1,High Risk
2186,19909.12808,30,40160.0,5,54,Individual,1,5,High Risk
2187,14408.98542,44,19600.0,2,47,Individual,1,1,High Risk
2188,11009.06324,24,11021.0,2,58,Individual,5,1,High Risk
2189,29967.70054,17,7084.0,2,73,Coorporate,9,5,Low Risk
2190,25360.13155,48,63076.0,6,62,Individual,5,9,Low Risk
2191,26055.53489,28,79988.0,6,63,Individual,9,9,High Risk
2192,23432.83462,10,8358.0,3,45,Individual,9,1,Low Risk
2193,24468.81967,31,74815.0,1,35,Individual,1,5,Low Risk
2194,20162.65395,47,17237.0,3,37,Coorporate,9,1,High Risk
2195,19582.57198,2,32497.0,3,47,Individual,5,1,High Risk
2196,22072.4855,17,15137.0,6,68,Coorporate,1,9,Low Risk
2197,14865.59895,48,54726.0,6,41,Coorporate,1,9,Low Risk
2198,10698.57085,22,72737.0,3,31,Individual,5,1,Low Risk
2199,14671.41904,44,66791.0,1,64,Coorporate,5,1,Low Risk
2200,27665.91755,42,40284.0,4,52,Individual,1,1,Low Risk
2201,29495.16689,13,75833.0,3,46,Individual,5,9,High Risk
2202,12705.25339,14,69218.0,2,50,Individual,5,5,Low Risk
2203,29004.20499,42,71501.0,4,48,Individual,9,5,Low Risk
2204,21079.4844,28,34557.0,4,59,Individual,5,9,Low Risk
2205,18174.71852,46,18301.0,5,65,Coorporate,1,1,Low Risk
2206,19757.16299,25,54807.0,5,36,Individual,5,1,Low Risk
2207,27277.38606,38,70022.0,5,59,Coorporate,1,9,Low Risk
2208,20987.33983,43,37456.0,6,49,Coorporate,9,5,Low Risk
2209,11941.38249,17,31730.0,5,68,Coorporate,5,5,Low Risk
2210,21414.92563,14,30900.0,2,28,Coorporate,5,5,Low Risk
2211,19192.19163,39,9309.0,8,47,Coorporate,9,5,Low Risk
2212,13946.71014,1,36668.0,2,40,Coorporate,9,9,Low Risk
2213,13832.67945,6,16833.0,4,62,Coorporate,5,5,High Risk
2214,22204.87997,2,20793.0,5,55,Individual,9,9,High Risk
2215,11381.61418,28,58031.0,5,54,Coorporate,5,1,High Risk
2216,12433.34775,19,29940.0,6,55,Individual,9,5,Low Risk
2217,20726.64384,34,27360.0,5,27,Individual,9,9,Low Risk
2218,10178.38015,31,25417.0,4,42,Individual,1,9,Low Risk
2219,26331.71639,12,35079.0,4,35,Individual,5,5,Low Risk
2220,10793.70711,47,46949.0,5,46,Coorporate,9,5,Low Risk
2221,17836.67802,7,31211.0,2,26,Coorporate,9,9,Low Risk
2222,15759.62132,16,9495.0,2,58,Coorporate,1,9,Low Risk
2223,11587.66057,42,43932.0,3,52,Coorporate,9,5,High Risk
2224,19328.58421,9,63278.0,2,56,Individual,5,9,High Risk
2225,28761.94907,50,47399.0,3,58,Coorporate,5,5,Low Risk
2226,18527.19435,36,63278.0,2,38,Individual,5,5,Low Risk
2227,15240.47919,42,36962.0,2,40,Coorporate,9,9,High Risk
2228,18146.25031,33,60002.0,3,30,Individual,1,1,High Risk
2229,11419.16673,3,16124.0,5,40,Individual,1,5,Low Risk
2230,22253.13661,34,66798.0,4,41,Individual,5,9,Low Risk
2231,14292.40645,2,14013.0,4,25,Individual,1,1,High Risk
2232,15721.04658,21,40763.0,2,66,Individual,1,5,Low Risk
2233,17728.04687,19,79866.0,2,27,Coorporate,5,5,Low Risk
2234,28433.17512,33,18439.0,7,29,Coorporate,5,9,Low Risk
2235,22758.06397,41,53617.0,5,37,Individual,5,1,Low Risk
2236,12872.81122,1,77892.0,1,73,Individual,5,5,Low Risk
2237,17033.42216,32,60017.0,3,70,Coorporate,1,1,Low Risk
2238,28467.65119,7,16544.0,3,70,Coorporate,5,1,Low Risk
2239,21489.9982,31,50477.0,3,22,Coorporate,5,5,Low Risk
2240,26758.00473,1,15941.0,2,67,Individual,9,1,High Risk
2241,17876.29463,27,55906.0,4,72,Coorporate,9,1,Low Risk
2242,24813.4288,41,41688.0,7,26,Individual,5,9,High Risk
2243,13525.82286,12,9404.0,2,41,Individual,5,5,High Risk
2244,19845.82925,40,61801.0,2,50,Individual,1,1,Low Risk
2245,26865.54704,36,20416.0,8,48,Coorporate,1,9,Low Risk
2246,28715.51516,50,44501.0,2,48,Coorporate,5,1,High Risk
2247,20382.40288,9,11538.0,4,70,Coorporate,9,9,High Risk
2248,20116.93636,41,43455.0,6,45,Individual,9,5,Low Risk
2249,29152.92579,10,72067.0,3,43,Individual,1,1,Low Risk
2250,14888.57156,21,27134.0,3,70,Individual,9,1,Low Risk
2251,20084.85928,6,79003.0,3,42,Individual,5,5,High Risk
2252,25080.92586,18,52091.0,4,49,Coorporate,5,1,Low Risk
2253,25488.76532,14,21569.0,2,66,Coorporate,9,5,High Risk
2254,23264.10601,37,54705.0,2,32,Coorporate,5,1,Low Risk
2255,21639.60667,49,32220.0,7,31,Individual,1,9,Low Risk
2256,15795.13014,8,65830.0,4,40,Individual,5,9,Low Risk
2257,11785.29682,4,25022.0,5,35,Individual,5,9,Low Risk
2258,24461.57861,50,17937.0,3,51,Individual,5,1,Low Risk
2259,29263.67026,18,22649.0,3,50,Individual,5,5,High Risk
2260,17580.87688,40,35258.0,4,49,Individual,5,9,Low Risk
2261,25066.36986,34,28811.0,3,60,Coorporate,5,9,Low Risk
2262,19404.43088,50,72583.0,3,63,Coorporate,1,5,High Risk
2263,29267.32992,10,28434.0,5,48,Individual,9,1,Low Risk
2264,28934.83419,39,61444.0,4,40,Individual,9,9,Low Risk
2265,14098.67412,29,41041.0,4,65,Coorporate,9,1,Low Risk
2266,11974.64399,41,53578.0,6,58,Individual,9,1,Low Risk
2267,26860.70556,11,35672.0,6,27,Coorporate,1,9,High Risk
2268,13520.53242,31,33425.0,5,39,Individual,5,9,Low Risk
2269,23463.01467,4,27424.0,1,39,Coorporate,9,5,Low Risk
2270,10506.28487,35,10484.0,2,22,Individual,5,9,High Risk
2271,20070.45222,47,42968.0,3,72,Coorporate,5,9,Low Risk
2272,25306.05812,23,32161.0,2,73,Individual,5,9,Low Risk
2273,15397.12093,5,25776.0,4,74,Individual,5,5,High Risk
2274,16407.57463,20,34094.0,3,40,Individual,1,5,Low Risk
2275,21122.61742,7,16124.0,5,23,Coorporate,5,1,Low Risk
2276,11592.27906,48,72903.0,6,67,Individual,5,9,Low Risk
2277,23010.54179,32,15237.0,2,57,Individual,1,5,Low Risk
2278,24886.13244,42,68774.0,3,40,Individual,5,5,Low Risk
2279,23596.7745,22,52440.0,6,58,Coorporate,9,1,Low Risk
2280,13970.06374,15,36897.0,2,30,Individual,1,9,Low Risk
2281,17707.48729,8,13552.0,4,40,Coorporate,9,5,High Risk
2282,18685.89504,50,59709.0,6,42,Coorporate,5,5,Low Risk
2283,18172.03643,48,10163.0,4,73,Coorporate,9,9,Low Risk
2284,13336.65431,21,72703.0,3,66,Coorporate,1,9,Low Risk
2285,12375.64802,41,19600.0,2,23,Individual,5,9,Low Risk
2286,14028.96804,50,14632.0,3,40,Individual,9,5,Low Risk
2287,19117.69129,5,19083.0,2,69,Individual,9,9,High Risk
2288,14325.88716,34,15394.0,4,41,Coorporate,1,9,High Risk
2289,13549.4807,32,41458.0,3,71,Individual,1,1,High Risk
2290,13948.77756,11,43829.0,6,37,Coorporate,1,1,Low Risk
2291,18267.10532,10,28984.0,3,67,Individual,9,9,Low Risk
2292,11151.94323,23,13374.0,4,71,Individual,1,1,Low Risk
2293,14994.17399,7,64356.0,2,32,Coorporate,1,5,High Risk
2294,10389.69533,18,36725.0,5,24,Coorporate,1,9,Low Risk
2295,25365.2246,19,58769.0,1,57,Individual,1,9,Low Risk
2296,29363.49138,11,43829.0,6,67,Individual,1,5,Low Risk
2297,15675.0373,32,73667.0,1,27,Individual,9,1,Low Risk
2298,18116.18357,32,72848.0,4,21,Coorporate,1,9,Low Risk
2299,17389.20987,12,6574.0,3,56,Coorporate,5,5,Low Risk
2300,18548.02355,43,24658.0,3,35,Coorporate,1,9,Low Risk
2301,18154.46693,35,74586.0,2,74,Coorporate,5,5,Low Risk
2302,11795.05278,48,26418.0,3,32,Coorporate,1,1,High Risk
2303,10530.37107,20,20416.0,8,38,Individual,5,1,Low Risk
2304,23787.54837,37,50486.0,5,44,Coorporate,9,1,Low Risk
2305,12536.61482,19,55843.0,4,49,Coorporate,9,9,Low Risk
2306,25686.13551,36,66461.0,6,61,Individual,1,9,Low Risk
2307,25140.10441,35,8128.0,2,69,Individual,9,9,Low Risk
2308,29697.56068,22,34695.0,3,40,Individual,1,5,Low Risk
2309,19839.74502,33,53199.0,4,44,Coorporate,5,9,Low Risk
2310,11265.76639,29,28887.0,4,66,Coorporate,9,5,Low Risk
2311,26445.28177,16,70899.0,1,24,Coorporate,1,5,Low Risk
2312,28303.81592,6,15799.0,4,51,Individual,9,9,Low Risk
2313,13205.80034,2,46949.0,5,62,Coorporate,1,5,Low Risk
2314,27048.12218,40,66339.0,3,60,Individual,9,5,Low Risk
2315,14761.28442,44,79003.0,3,65,Individual,1,9,Low Risk
2316,21467.72996,27,24663.0,4,49,Coorporate,5,5,Low Risk
2317,11414.02899,45,73273.0,3,68,Coorporate,9,9,Low Risk
2318,20725.4409,1,21359.0,2,25,Individual,1,5,Low Risk
2319,18256.22114,24,42485.0,3,64,Coorporate,5,1,Low Risk
2320,27614.95253,5,30828.0,4,61,Individual,9,1,Low Risk
2321,16862.47654,30,18383.0,5,24,Coorporate,9,1,Low Risk
2322,10678.80689,38,52691.0,3,68,Individual,9,5,Low Risk
2323,28767.75547,49,54589.0,3,48,Individual,9,1,Low Risk
2324,14687.04947,22,19018.0,2,72,Coorporate,9,1,Low Risk
2325,20056.5425,23,13211.0,2,62,Individual,5,1,Low Risk
2326,16084.01563,3,65594.0,4,69,Individual,9,5,Low Risk
2327,14165.24723,28,39511.0,5,30,Individual,9,9,High Risk
2328,14932.70644,13,74353.0,5,72,Coorporate,5,5,High Risk
2329,19132.40013,34,28438.0,6,67,Coorporate,9,9,Low Risk
2330,16971.47616,1,72703.0,3,26,Coorporate,9,9,Low Risk
2331,14856.23031,35,28393.0,2,51,Individual,9,9,Low Risk
2332,16477.73088,35,69662.0,2,37,Individual,1,1,Low Risk
2333,22647.50223,5,75201.0,6,36,Individual,1,9,Low Risk
2334,19510.00346,22,15902.0,5,65,Coorporate,1,5,Low Risk
2335,24386.19748,12,23619.0,2,66,Individual,5,1,Low Risk
2336,27397.28279,8,73332.0,5,31,Individual,9,9,Low Risk
2337,25549.7374,41,69386.0,4,74,Individual,5,1,Low Risk
2338,18052.23691,1,64169.0,3,71,Coorporate,1,1,Low Risk
2339,28877.50492,27,68744.0,2,71,Coorporate,9,1,High Risk
2340,12464.12611,50,46586.0,4,30,Coorporate,1,1,High Risk
2341,15387.79712,3,11561.0,3,45,Individual,5,5,Low Risk
2342,13902.69589,29,71610.0,6,69,Coorporate,1,1,Low Risk
2343,23524.39842,11,51899.0,2,23,Individual,1,1,Low Risk
2344,27435.60133,17,45276.0,2,43,Coorporate,9,5,Low Risk
2345,10243.15852,26,25827.0,2,57,Individual,5,1,Low Risk
2346,10842.11559,14,75571.0,4,70,Coorporate,5,9,High Risk
2347,28475.97206,4,17564.0,5,24,Coorporate,9,9,Low Risk
2348,11560.62672,48,55154.0,2,68,Coorporate,9,1,Low Risk
2349,21511.46437,13,15394.0,4,38,Individual,1,1,Low Risk
2350,24220.71784,47,37214.0,2,64,Coorporate,9,1,Low Risk
2351,20447.05938,39,41683.0,4,23,Individual,1,5,Low Risk
2352,12436.75342,6,68465.0,1,66,Individual,5,5,High Risk
2353,23794.33975,49,35879.0,4,53,Coorporate,1,1,Low Risk
2354,25334.3058,25,73234.0,3,49,Coorporate,1,1,Low Risk
2355,27836.10079,15,34152.0,6,26,Coorporate,1,1,High Risk
2356,11069.82564,18,29972.0,1,46,Individual,1,9,Low Risk
2357,11896.41766,27,29733.0,4,67,Coorporate,1,5,Low Risk
2358,13787.3604,16,59432.0,3,49,Individual,9,9,Low Risk
2359,16709.01106,10,49557.0,5,55,Coorporate,9,5,Low Risk
2360,25264.85678,18,74695.0,5,24,Individual,5,1,High Risk
2361,16384.29877,36,34535.0,3,55,Coorporate,1,9,Low Risk
2362,27790.92206,12,18034.0,3,24,Coorporate,1,9,Low Risk
2363,26115.86348,7,10979.0,6,43,Coorporate,9,5,Low Risk
2364,18806.49127,19,30828.0,4,29,Individual,1,9,High Risk
2365,27716.803,24,42530.0,4,41,Individual,5,9,Low Risk
2366,21753.06399,26,15324.0,3,27,Individual,9,5,High Risk
2367,27296.23287,38,49086.0,3,68,Coorporate,9,9,High Risk
2368,13640.58632,17,48204.0,3,48,Individual,9,5,Low Risk
2369,24985.0664,3,36676.0,2,45,Individual,9,5,High Risk
2370,26710.48912,40,25006.0,3,63,Individual,5,5,Low Risk
2371,17508.46303,8,13403.0,3,63,Individual,9,9,Low Risk
2372,27304.0816,40,11182.0,7,52,Individual,5,5,Low Risk
2373,28405.96635,30,69716.0,8,23,Individual,5,1,Low Risk
2374,25344.8029,30,60579.0,4,50,Coorporate,5,9,Low Risk
2375,21522.17868,22,57944.0,3,32,Individual,9,1,Low Risk
2376,22504.4987,4,76844.0,1,45,Individual,1,1,High Risk
2377,18823.7275,33,37589.0,3,65,Individual,5,5,High Risk
2378,15662.49193,11,18089.0,1,27,Coorporate,1,1,High Risk
2379,24615.62089,45,70022.0,5,68,Individual,5,9,Low Risk
2380,20182.51644,7,13673.0,4,51,Coorporate,5,1,Low Risk
2381,12889.75601,29,26005.0,4,43,Individual,5,9,Low Risk
2382,17840.64537,39,29297.0,2,39,Individual,5,1,Low Risk
2383,13175.99561,14,77932.0,3,54,Individual,5,9,High Risk
2384,10609.62442,35,27412.0,6,30,Individual,5,9,Low Risk
2385,19246.28626,28,79873.0,2,53,Individual,9,5,Low Risk
2386,27567.88209,22,19759.0,2,55,Coorporate,5,1,Low Risk
2387,15433.0297,28,73376.0,4,34,Individual,9,9,Low Risk
2388,18476.70255,28,27244.0,5,65,Individual,5,1,Low Risk
2389,27658.83715,23,8706.0,3,29,Coorporate,1,5,Low Risk
2390,11249.00162,45,58604.0,4,63,Individual,5,1,Low Risk
2391,10054.32133,39,41688.0,7,60,Coorporate,1,9,Low Risk
2392,22125.05756,45,30055.0,6,67,Individual,5,1,Low Risk
2393,18205.8302,29,34062.0,6,41,Individual,5,1,Low Risk
2394,12301.20012,36,20109.0,4,56,Individual,9,1,Low Risk
2395,16860.98933,13,72897.0,5,58,Individual,1,9,Low Risk
2396,26457.36389,49,46288.0,3,48,Individual,9,1,Low Risk
2397,28526.0655,27,53922.0,4,57,Individual,5,9,Low Risk
2398,10107.00292,7,33174.0,5,24,Coorporate,1,9,Low Risk
2399,19674.25607,48,43455.0,6,26,Coorporate,5,9,Low Risk
2400,17514.67407,31,33993.0,5,35,Coorporate,1,5,High Risk
2401,13674.73952,32,17493.0,3,67,Coorporate,1,1,Low Risk
2402,20746.90761,42,43721.0,3,34,Individual,5,9,Low Risk
2403,16282.06611,41,56835.0,1,36,Individual,9,1,Low Risk
2404,10657.29119,32,47707.0,7,52,Coorporate,9,1,High Risk
2405,27294.33948,2,28820.0,2,21,Individual,1,5,Low Risk
2406,29052.20057,30,66207.0,3,28,Individual,1,9,Low Risk
2407,24755.49914,39,7276.0,1,64,Coorporate,9,1,Low Risk
2408,18346.42724,26,44438.0,1,48,Individual,5,1,Low Risk
2409,16617.15643,41,51919.0,1,54,Individual,1,5,Low Risk
2410,22802.14499,29,8542.0,4,31,Individual,1,5,Low Risk
2411,29810.14414,33,14884.0,5,32,Individual,9,5,High Risk
2412,14293.45739,36,21401.0,3,28,Coorporate,9,9,Low Risk
2413,22811.64885,7,60566.0,3,59,Coorporate,1,5,Low Risk
2414,27149.8212,34,31377.0,5,24,Coorporate,9,1,High Risk
2415,19696.13173,30,45036.0,6,21,Individual,9,5,High Risk
2416,10833.03955,23,31872.0,5,28,Individual,9,9,Low Risk
2417,23017.25687,38,10559.0,4,43,Coorporate,9,1,Low Risk
2418,20622.27287,50,43755.0,2,40,Coorporate,1,5,High Risk
2419,25851.05233,24,17493.0,3,26,Coorporate,5,1,Low Risk
2420,29637.4776,10,47958.0,4,70,Individual,9,9,Low Risk
2421,19952.57765,31,55003.0,4,73,Individual,5,5,Low Risk
2422,25359.74758,16,66315.0,3,64,Individual,5,9,Low Risk
2423,13458.34717,37,29899.0,3,71,Coorporate,5,9,High Risk
2424,18205.63401,35,63672.0,5,28,Coorporate,1,5,Low Risk
2425,19450.75401,39,72085.0,3,62,Coorporate,9,1,Low Risk
2426,17906.11334,48,62530.0,4,53,Individual,1,9,Low Risk
2427,16121.95474,49,13970.0,3,46,Coorporate,9,1,Low Risk
2428,16383.00205,2,68266.0,3,42,Coorporate,9,5,Low Risk
2429,15821.43516,21,13601.0,1,72,Individual,9,5,High Risk
2430,15430.78533,3,53494.0,2,21,Individual,5,5,High Risk
2431,15552.9432,20,56643.0,2,30,Coorporate,9,5,Low Risk
2432,12052.89817,18,19856.0,3,74,Individual,5,1,Low Risk
2433,14302.49568,12,38963.0,4,70,Coorporate,5,1,High Risk
2434,26544.08546,6,20883.0,1,48,Coorporate,1,5,Low Risk
2435,22854.40478,20,32007.0,7,60,Individual,5,5,Low Risk
2436,21467.70541,22,31713.0,4,52,Individual,5,9,Low Risk
2437,10511.00663,39,43439.0,2,68,Coorporate,9,1,Low Risk
2438,15208.14985,49,8003.0,5,35,Coorporate,9,9,Low Risk
2439,27435.70178,48,13836.0,5,25,Coorporate,5,1,Low Risk
2440,12733.79767,6,26242.0,7,40,Individual,1,1,Low Risk
2441,28899.64302,11,63345.0,2,32,Individual,5,9,Low Risk
2442,29893.49444,10,29940.0,6,27,Individual,5,1,Low Risk
2443,18487.26706,20,8645.0,4,23,Individual,9,9,Low Risk
2444,15152.23713,29,47104.0,4,25,Individual,9,1,High Risk
2445,21639.95361,41,12433.0,1,35,Individual,5,5,Low Risk
2446,24701.51064,34,76475.0,4,41,Individual,5,1,Low Risk
2447,29811.88315,11,9090.0,2,50,Individual,5,1,Low Risk
2448,25947.32679,34,52642.0,3,55,Individual,5,1,Low Risk
2449,28935.55602,36,35992.0,7,74,Coorporate,5,1,Low Risk
2450,22286.01228,12,24058.0,4,42,Coorporate,5,9,Low Risk
2451,15412.94296,21,29588.0,3,26,Coorporate,5,5,High Risk
2452,24274.49819,12,46949.0,5,31,Coorporate,1,5,Low Risk
2453,23430.50345,3,66036.0,7,34,Individual,9,1,Low Risk
2454,29917.30229,41,52742.0,5,23,Coorporate,9,9,Low Risk
2455,25406.38198,5,78891.0,3,39,Individual,5,5,Low Risk
2456,22072.192,47,67559.0,1,63,Individual,5,9,Low Risk
2457,13972.97952,1,13836.0,5,66,Coorporate,5,5,Low Risk
2458,16067.06819,32,20126.0,4,50,Coorporate,5,5,High Risk
2459,20181.49343,8,52419.0,4,38,Individual,1,9,Low Risk
2460,23928.76847,3,57460.0,2,62,Individual,5,5,Low Risk
2461,13793.51504,15,62779.0,2,72,Coorporate,1,9,Low Risk
2462,12195.17606,1,25776.0,4,43,Coorporate,5,5,Low Risk
2463,14726.34308,33,10332.0,3,41,Individual,9,1,High Risk
2464,28419.96625,14,72335.0,3,39,Individual,5,1,High Risk
2465,14878.02522,23,58973.0,2,46,Individual,5,1,Low Risk
2466,22816.33688,14,67071.0,1,44,Coorporate,9,1,Low Risk
2467,19635.57229,14,19720.0,3,27,Individual,5,9,Low Risk
2468,16437.20376,9,67067.0,1,30,Individual,1,1,High Risk
2469,14024.19801,18,79564.0,5,34,Coorporate,1,1,Low Risk
2470,23960.84239,22,68579.0,3,61,Individual,9,1,Low Risk
2471,16368.90889,5,27134.0,3,43,Coorporate,5,5,Low Risk
2472,20072.91167,2,70585.0,6,26,Coorporate,9,5,Low Risk
2473,13187.61456,38,19326.0,3,58,Individual,1,1,High Risk
2474,20436.34509,33,36490.0,3,69,Individual,1,9,Low Risk
2475,22184.84996,33,76058.0,3,53,Coorporate,5,9,Low Risk
2476,20278.97245,20,78083.0,2,35,Coorporate,1,9,Low Risk
2477,13591.99786,9,79564.0,5,43,Coorporate,5,5,High Risk
2478,12374.96501,50,16539.0,3,28,Coorporate,9,1,Low Risk
2479,15432.36354,40,46586.0,4,33,Individual,9,1,High Risk
2480,21067.46266,31,56064.0,1,47,Individual,9,1,Low Risk
2481,17249.44503,24,73624.0,4,37,Individual,1,1,Low Risk
2482,29342.49777,32,49094.0,2,73,Individual,5,5,Low Risk
2483,28325.32092,27,28397.0,2,26,Coorporate,9,9,Low Risk
2484,13858.39863,31,27330.0,6,68,Coorporate,9,1,High Risk
2485,24949.20822,32,55154.0,2,69,Individual,9,1,Low Risk
2486,28441.10273,36,75416.0,3,57,Individual,9,5,Low Risk
2487,14940.73713,44,58061.0,2,57,Individual,1,5,Low Risk
2488,22536.26268,42,57428.0,3,67,Coorporate,1,9,Low Risk
2489,19155.07862,19,55952.0,4,71,Coorporate,9,5,Low Risk
2490,13123.07456,5,67210.0,4,35,Coorporate,5,1,Low Risk
2491,17377.47726,7,56388.0,4,22,Coorporate,9,9,Low Risk
2492,26815.96028,27,19073.0,1,24,Individual,1,5,Low Risk
2493,19709.12206,26,51542.0,3,30,Individual,1,9,High Risk
2494,27612.90793,23,45311.0,2,72,Coorporate,1,9,Low Risk
2495,11595.36062,22,14884.0,5,43,Individual,9,9,High Risk
2496,21211.06105,48,24465.0,2,52,Coorporate,1,9,High Risk
2497,21498.27462,25,40809.0,2,22,Coorporate,5,1,Low Risk
2498,16170.30804,37,33569.0,3,36,Coorporate,9,5,High Risk
2499,25236.16815,7,42174.0,4,60,Individual,5,1,Low Risk
2500,25476.9311,2,40969.0,4,39,Coorporate,1,9,Low Risk
2501,26504.76405,39,18654.0,1,69,Individual,5,5,Low Risk
2502,25553.36817,37,11058.0,2,44,Coorporate,1,1,High Risk
2503,15848.4213,8,21556.0,2,48,Individual,1,9,Low Risk
2504,21790.30665,27,49947.0,4,72,Individual,9,1,Low Risk
2505,25009.12542,12,40141.0,3,33,Individual,5,5,High Risk
2506,14217.2399,29,21115.0,3,73,Coorporate,9,5,Low Risk
2507,27971.99049,23,32220.0,7,58,Coorporate,5,9,Low Risk
2508,17586.40557,49,42671.0,4,68,Coorporate,9,5,High Risk
2509,15864.38722,24,8999.0,2,28,Coorporate,5,5,Low Risk
2510,25327.37799,11,66677.0,4,27,Coorporate,5,5,Low Risk
2511,26603.17837,41,60010.0,2,66,Coorporate,1,1,High Risk
2512,16862.66583,16,11640.0,3,24,Coorporate,9,5,Low Risk
2513,28734.27033,27,25427.0,6,46,Coorporate,1,9,Low Risk
2514,29812.7368,10,42227.0,5,62,Individual,5,9,Low Risk
2515,21983.76033,31,23436.0,4,60,Coorporate,9,5,High Risk
2516,11915.772,44,33499.0,3,35,Individual,9,1,Low Risk
2517,10679.74515,27,50591.0,3,62,Coorporate,9,9,Low Risk
2518,13656.65094,33,16135.0,1,28,Coorporate,1,1,Low Risk
2519,21057.13624,30,58422.0,6,28,Individual,5,1,High Risk
2520,10429.47747,20,71549.0,5,43,Individual,5,1,Low Risk
2521,28742.45832,37,37945.0,2,74,Individual,1,9,High Risk
