TOT_TRXN_AM,TOT_TRXN_CNT,EFFECTIVE.RISK,Activity.Risk,HR.AM,LRF.AM,PASS.THROUGH,TRUSTED.PAIR,RUN.DATE,Overall_risk,Customer ID
28300.15676,34,1,9,28300.15676,0,Y,N,1/31/2019,Low Risk,5323
19014.27421,35,9,5,19014.27421,0,N,Y,1/31/2019,High Risk,2269
10876.96901,30,9,9,10876.96901,0,Y,Y,1/31/2019,Low Risk,4391
17212.55258,7,9,9,17212.55258,0,N,N,1/31/2019,Low Risk,6207
10503.52971,37,9,5,10503.52971,0,Y,Y,1/31/2019,High Risk,5643
16395.87646,48,9,9,16395.87646,0,N,Y,1/31/2019,High Risk,6392
26788.63653,32,9,5,26788.63653,0,Y,N,1/31/2019,Low Risk,2622
17332.03386,11,1,1,17332.03386,0,N,Y,1/31/2019,Low Risk,3913
25014.76618,36,1,1,25014.76618,0,N,N,1/31/2019,Low Risk,1169
27729.18968,41,5,1,27729.18968,0,N,Y,1/31/2019,Low Risk,5586
22138.77716,50,9,9,22138.77716,0,Y,Y,1/31/2019,Low Risk,6661
26567.72996,30,1,9,26567.72996,0,N,N,1/31/2019,Low Risk,9908
18114.94904,48,1,5,18114.94904,0,Y,Y,1/31/2019,High Risk,3662
19156.6392,42,5,5,19156.6392,0,N,Y,1/31/2019,High Risk,8744
19915.23663,44,5,9,19915.23663,0,Y,Y,1/31/2019,Low Risk,7164
28187.46877,10,1,5,28187.46877,0,Y,Y,1/31/2019,Low Risk,3376
22825.79792,27,9,1,22825.79792,0,N,N,1/31/2019,High Risk,3106
21443.49939,17,5,1,21443.49939,0,Y,Y,1/31/2019,Low Risk,4269
25338.45416,34,5,1,25338.45416,0,N,N,1/31/2019,Low Risk,7710
12440.47606,2,9,5,12440.47606,0,N,Y,1/31/2019,Low Risk,8750
11822.52677,23,9,5,11822.52677,0,Y,N,1/31/2019,Low Risk,6869
16319.41089,18,1,1,16319.41089,0,Y,Y,1/31/2019,High Risk,8328
22640.65381,35,5,9,22640.65381,0,N,Y,1/31/2019,Low Risk,4310
23923.42329,46,9,5,23923.42329,0,Y,N,1/31/2019,Low Risk,5055
11915.37163,38,9,1,11915.37163,0,N,Y,1/31/2019,Low Risk,1988
29034.99622,35,9,9,29034.99622,0,N,Y,1/31/2019,Low Risk,6372
23533.13736,19,9,1,23533.13736,0,N,N,1/31/2019,Low Risk,4662
20464.34324,15,5,5,20464.34324,0,Y,N,1/31/2019,Low Risk,6420
22311.60408,5,5,5,22311.60408,0,N,Y,1/31/2019,Low Risk,6268
17058.76317,7,1,9,17058.76317,0,Y,Y,1/31/2019,Low Risk,1471
10510.00186,32,1,5,10510.00186,0,Y,N,1/31/2019,Low Risk,9392
25447.24646,30,5,9,25447.24646,0,Y,N,1/31/2019,High Risk,5578
19696.46089,46,1,5,19696.46089,0,Y,N,1/31/2019,Low Risk,9617
27222.20462,13,9,9,27222.20462,0,N,Y,1/31/2019,Low Risk,8602
16915.25725,7,9,9,16915.25725,0,Y,Y,1/31/2019,Low Risk,9642
15027.33713,44,5,5,15027.33713,0,Y,Y,1/31/2019,Low Risk,3284
26741.26163,30,5,9,26741.26163,0,Y,N,1/31/2019,Low Risk,7074
10125.61832,12,9,5,10125.61832,0,Y,N,1/31/2019,Low Risk,7394
20051.96277,47,9,9,20051.96277,0,Y,Y,1/31/2019,Low Risk,5825
27950.36371,35,9,1,27950.36371,0,N,N,1/31/2019,Low Risk,5732
24184.93461,20,1,1,24184.93461,0,Y,N,1/31/2019,Low Risk,9729
10948.65017,23,9,1,10948.65017,0,Y,Y,1/31/2019,Low Risk,9500
12468.98788,18,5,5,12468.98788,0,Y,Y,1/31/2019,Low Risk,1532
14874.70738,9,9,9,14874.70738,0,N,N,1/31/2019,Low Risk,9064
26241.65399,20,1,9,26241.65399,0,N,N,1/31/2019,Low Risk,3409
11102.91757,1,9,5,11102.91757,0,Y,Y,1/31/2019,High Risk,3273
28299.37364,6,1,5,28299.37364,0,N,N,1/31/2019,High Risk,7821
22449.39824,14,5,9,22449.39824,0,N,Y,1/31/2019,Low Risk,4159
12701.50435,4,9,5,12701.50435,0,N,Y,1/31/2019,High Risk,8767
25165.12419,1,9,1,25165.12419,0,Y,Y,1/31/2019,High Risk,2878
29985.82316,16,9,9,29985.82316,0,N,N,1/31/2019,High Risk,5484
23923.58841,27,9,1,23923.58841,0,N,Y,1/31/2019,High Risk,2323
26164.83632,37,5,1,26164.83632,0,Y,N,1/31/2019,High Risk,2267
28222.72536,39,1,9,28222.72536,0,N,N,1/31/2019,High Risk,5008
22775.06982,19,1,9,22775.06982,0,N,N,1/31/2019,Low Risk,6334
19360.74102,34,1,9,19360.74102,0,Y,Y,1/31/2019,Low Risk,3345
29656.92497,21,1,1,29656.92497,0,N,Y,1/31/2019,High Risk,4989
18481.30686,5,5,9,18481.30686,0,Y,Y,1/31/2019,Low Risk,8852
28049.73323,24,5,5,28049.73323,0,Y,N,1/31/2019,Low Risk,7028
15754.08013,46,1,9,15754.08013,0,N,N,1/31/2019,Low Risk,5138
11558.16756,20,9,1,11558.16756,0,N,N,1/31/2019,Low Risk,5778
13653.50447,45,1,9,13653.50447,0,Y,Y,1/31/2019,Low Risk,8876
16514.74765,22,9,5,16514.74765,0,N,Y,1/31/2019,Low Risk,8556
20556.94509,2,5,9,20556.94509,0,N,N,1/31/2019,Low Risk,9719
21931.72872,26,9,1,21931.72872,0,Y,N,1/31/2019,Low Risk,3564
14653.30682,5,9,1,14653.30682,0,N,Y,1/31/2019,Low Risk,6655
22257.18254,7,1,5,22257.18254,0,Y,N,1/31/2019,High Risk,2419
15666.82229,30,1,9,15666.82229,0,N,N,1/31/2019,Low Risk,2956
23458.34108,7,5,5,23458.34108,0,Y,Y,1/31/2019,High Risk,3280
13130.15374,20,9,1,13130.15374,0,N,N,1/31/2019,Low Risk,2114
18884.81285,12,5,5,18884.81285,0,N,N,1/31/2019,Low Risk,8810
10126.84941,21,9,9,10126.84941,0,N,Y,1/31/2019,High Risk,4066
18313.6752,30,5,5,18313.6752,0,N,N,1/31/2019,High Risk,7098
29823.05246,44,9,1,29823.05246,0,N,N,1/31/2019,High Risk,9547
17956.14957,38,9,9,17956.14957,0,N,Y,1/31/2019,Low Risk,5133
16861.71457,24,1,5,16861.71457,0,Y,N,1/31/2019,Low Risk,3309
10087.20033,20,5,5,10087.20033,0,Y,Y,1/31/2019,Low Risk,5887
18358.01517,8,1,9,18358.01517,0,N,Y,1/31/2019,High Risk,4235
24440.06996,39,1,5,24440.06996,0,N,Y,1/31/2019,Low Risk,9208
16169.48093,39,5,9,16169.48093,0,Y,N,1/31/2019,High Risk,4592
18594.04813,5,5,9,18594.04813,0,Y,N,1/31/2019,Low Risk,5858
18087.31478,12,5,9,18087.31478,0,N,Y,1/31/2019,Low Risk,4885
29510.63037,16,1,5,29510.63037,0,Y,Y,1/31/2019,Low Risk,9303
19078.62516,4,1,1,19078.62516,0,N,N,1/31/2019,Low Risk,5004
14757.76433,43,9,9,14757.76433,0,N,Y,1/31/2019,Low Risk,2656
23244.97912,11,1,5,23244.97912,0,Y,Y,1/31/2019,Low Risk,1728
20488.22412,43,9,1,20488.22412,0,Y,N,1/31/2019,Low Risk,2245
21560.2874,31,9,5,21560.2874,0,Y,Y,1/31/2019,High Risk,5194
20884.76652,1,1,1,20884.76652,0,Y,N,1/31/2019,Low Risk,6075
29038.62796,26,5,5,29038.62796,0,N,N,1/31/2019,Low Risk,2987
10863.64812,32,1,1,10863.64812,0,Y,Y,1/31/2019,Low Risk,9213
14506.30792,3,5,5,14506.30792,0,N,Y,1/31/2019,Low Risk,3516
10462.71791,35,5,9,10462.71791,0,N,N,1/31/2019,Low Risk,5789
15815.13717,19,5,1,15815.13717,0,Y,Y,1/31/2019,Low Risk,8699
24779.6251,43,9,1,24779.6251,0,Y,Y,1/31/2019,High Risk,1044
27112.7908,46,9,5,27112.7908,0,N,Y,1/31/2019,Low Risk,9656
17559.28048,49,9,9,17559.28048,0,N,N,1/31/2019,Low Risk,7001
24389.07436,30,1,1,24389.07436,0,N,Y,1/31/2019,Low Risk,1037
17643.65427,37,1,1,17643.65427,0,Y,N,1/31/2019,High Risk,2157
23803.42152,36,5,9,23803.42152,0,N,Y,1/31/2019,High Risk,7920
15923.03392,38,9,9,15923.03392,0,N,N,1/31/2019,High Risk,8365
29973.71711,27,9,9,29973.71711,0,N,N,1/31/2019,Low Risk,2865
27734.19204,2,5,5,27734.19204,0,Y,N,1/31/2019,Low Risk,3946
20518.56222,46,5,5,20518.56222,0,N,Y,1/31/2019,Low Risk,2399
24542.87711,22,5,9,24542.87711,0,Y,N,1/31/2019,Low Risk,3240
26052.92397,11,9,9,26052.92397,0,N,Y,1/31/2019,Low Risk,4658
13989.64591,27,9,9,13989.64591,0,N,Y,1/31/2019,Low Risk,1407
24562.06212,22,9,1,24562.06212,0,Y,Y,1/31/2019,Low Risk,5684
19789.29981,44,5,5,19789.29981,0,N,Y,1/31/2019,Low Risk,7654
13949.87197,13,5,9,13949.87197,0,Y,N,1/31/2019,Low Risk,2338
11254.29938,35,5,9,11254.29938,0,Y,N,1/31/2019,Low Risk,4933
26482.75712,12,9,5,26482.75712,0,N,N,1/31/2019,Low Risk,2035
20982.21298,34,5,9,20982.21298,0,Y,N,1/31/2019,Low Risk,6096
14116.18059,37,5,1,14116.18059,0,N,Y,1/31/2019,Low Risk,5748
24302.8653,5,1,9,24302.8653,0,Y,Y,1/31/2019,Low Risk,2983
11723.70029,44,9,5,11723.70029,0,Y,Y,1/31/2019,Low Risk,8266
22073.39208,21,9,5,22073.39208,0,Y,Y,1/31/2019,Low Risk,6633
11222.33902,28,9,1,11222.33902,0,N,Y,1/31/2019,Low Risk,3897
26101.23283,5,9,9,26101.23283,0,Y,Y,1/31/2019,Low Risk,4665
11654.20477,20,1,1,11654.20477,0,N,N,1/31/2019,High Risk,5446
23597.70143,44,9,9,23597.70143,0,Y,N,1/31/2019,Low Risk,7276
11886.25283,8,9,5,11886.25283,0,N,Y,1/31/2019,High Risk,4317
13195.49135,42,1,5,13195.49135,0,N,Y,1/31/2019,Low Risk,8065
27333.82687,28,1,1,27333.82687,0,N,Y,1/31/2019,Low Risk,8331
28999.92344,3,9,9,28999.92344,0,Y,N,1/31/2019,Low Risk,7308
22133.02237,6,9,9,22133.02237,0,Y,N,1/31/2019,Low Risk,1638
11189.40763,49,5,9,11189.40763,0,Y,N,1/31/2019,Low Risk,4410
18526.39924,27,1,9,18526.39924,0,Y,Y,1/31/2019,Low Risk,4998
28737.55485,11,1,9,28737.55485,0,N,Y,1/31/2019,Low Risk,8370
21281.99308,30,9,1,21281.99308,0,N,Y,1/31/2019,High Risk,2716
23746.24781,8,5,9,23746.24781,0,Y,Y,1/31/2019,Low Risk,8276
20876.10404,38,1,5,20876.10404,0,Y,Y,1/31/2019,Low Risk,3057
10208.24642,3,1,1,10208.24642,0,N,Y,1/31/2019,High Risk,6271
14982.84846,45,5,5,14982.84846,0,Y,Y,1/31/2019,Low Risk,1088
22856.9899,8,5,5,22856.9899,0,Y,Y,1/31/2019,Low Risk,9970
10278.98308,30,1,9,10278.98308,0,N,N,1/31/2019,Low Risk,8736
25287.42435,28,1,1,25287.42435,0,Y,Y,1/31/2019,Low Risk,7146
29797.67652,15,9,9,29797.67652,0,N,Y,1/31/2019,Low Risk,1962
26156.48428,30,5,9,26156.48428,0,Y,Y,1/31/2019,High Risk,2425
26048.16524,1,9,5,26048.16524,0,N,N,1/31/2019,Low Risk,5013
10243.59776,34,9,9,10243.59776,0,Y,Y,1/31/2019,Low Risk,2261
17077.59948,25,1,9,17077.59948,0,Y,N,1/31/2019,High Risk,3058
16534.20334,41,5,1,16534.20334,0,N,Y,1/31/2019,High Risk,3699
13622.47231,24,9,5,13622.47231,0,N,Y,1/31/2019,High Risk,8239
26679.5629,33,5,9,26679.5629,0,N,N,1/31/2019,High Risk,3348
29527.29216,45,9,1,29527.29216,0,N,Y,1/31/2019,Low Risk,5592
25462.46088,20,5,1,25462.46088,0,N,Y,1/31/2019,Low Risk,9148
17176.79762,42,1,5,17176.79762,0,N,N,1/31/2019,Low Risk,9226
10073.69162,7,1,1,10073.69162,0,Y,Y,1/31/2019,Low Risk,2827
19405.5362,46,5,9,19405.5362,0,Y,Y,1/31/2019,Low Risk,4616
17666.23206,34,5,9,17666.23206,0,N,N,1/31/2019,High Risk,6135
13857.85949,16,5,9,13857.85949,0,N,Y,1/31/2019,Low Risk,9309
25385.65429,48,9,5,25385.65429,0,Y,Y,1/31/2019,High Risk,2409
17905.2644,35,1,1,17905.2644,0,N,N,1/31/2019,High Risk,6332
26789.34285,19,1,1,26789.34285,0,Y,Y,1/31/2019,Low Risk,2641
23729.27156,45,1,5,23729.27156,0,Y,Y,1/31/2019,High Risk,6234
26199.75084,47,9,5,26199.75084,0,N,Y,1/31/2019,Low Risk,7901
18496.21725,45,1,5,18496.21725,0,N,Y,1/31/2019,Low Risk,3753
11454.07904,36,1,9,11454.07904,0,Y,Y,1/31/2019,Low Risk,7371
19392.62329,40,1,1,19392.62329,0,Y,Y,1/31/2019,Low Risk,2606
19293.95024,9,5,9,19293.95024,0,N,Y,1/31/2019,Low Risk,8709
11454.0148,43,5,9,11454.0148,0,N,Y,1/31/2019,Low Risk,9759
18425.1196,38,1,1,18425.1196,0,Y,Y,1/31/2019,High Risk,2944
15255.32307,28,1,1,15255.32307,0,N,Y,1/31/2019,Low Risk,9788
22985.15676,15,1,5,22985.15676,0,Y,Y,1/31/2019,Low Risk,2069
10043.57425,40,5,5,10043.57425,0,Y,N,1/31/2019,Low Risk,6337
28509.31089,48,5,9,28509.31089,0,N,Y,1/31/2019,High Risk,3519
28029.53774,18,5,9,28029.53774,0,Y,N,1/31/2019,High Risk,1500
22828.64514,32,5,9,22828.64514,0,N,Y,1/31/2019,High Risk,5152
19347.65789,22,5,5,19347.65789,0,Y,N,1/31/2019,Low Risk,9518
23831.9773,8,9,1,23831.9773,0,Y,N,1/31/2019,Low Risk,3887
16408.94266,5,9,9,16408.94266,0,N,Y,1/31/2019,Low Risk,2771
13885.62357,25,1,1,13885.62357,0,N,Y,1/31/2019,Low Risk,2571
12948.94052,21,1,9,12948.94052,0,N,Y,1/31/2019,High Risk,1314
27238.5235,31,9,9,27238.5235,0,N,Y,1/31/2019,Low Risk,4836
17824.70851,27,9,1,17824.70851,0,Y,N,1/31/2019,Low Risk,2274
20508.33217,37,5,5,20508.33217,0,N,Y,1/31/2019,High Risk,9648
15753.53444,43,1,5,15753.53444,0,N,N,1/31/2019,Low Risk,2737
23469.82335,48,9,9,23469.82335,0,N,N,1/31/2019,Low Risk,9223
26217.55199,41,9,1,26217.55199,0,N,N,1/31/2019,Low Risk,9958
29175.42485,13,9,1,29175.42485,0,N,Y,1/31/2019,Low Risk,2547
15098.29349,47,5,5,15098.29349,0,Y,Y,1/31/2019,High Risk,7650
19959.35854,42,1,9,19959.35854,0,Y,N,1/31/2019,High Risk,3298
13937.66361,21,5,5,13937.66361,0,N,N,1/31/2019,Low Risk,6943
20487.749,31,5,1,20487.749,0,Y,Y,1/31/2019,High Risk,6912
19247.86418,21,5,1,19247.86418,0,Y,Y,1/31/2019,Low Risk,9549
18886.8099,46,5,9,18886.8099,0,Y,Y,1/31/2019,High Risk,5130
20791.42734,13,9,1,20791.42734,0,Y,N,1/31/2019,Low Risk,5907
19345.48534,45,1,5,19345.48534,0,N,N,1/31/2019,Low Risk,7026
18136.66192,46,5,5,18136.66192,0,N,Y,1/31/2019,Low Risk,1935
26347.06465,35,5,9,26347.06465,0,N,N,1/31/2019,Low Risk,5805
14399.67708,22,9,9,14399.67708,0,N,Y,1/31/2019,Low Risk,5796
14598.78356,34,9,5,14598.78356,0,Y,Y,1/31/2019,Low Risk,9710
14442.05993,25,1,1,14442.05993,0,Y,Y,1/31/2019,Low Risk,4692
10874.68492,9,1,1,10874.68492,0,N,Y,1/31/2019,Low Risk,6882
17817.77956,44,1,1,17817.77956,0,Y,Y,1/31/2019,Low Risk,8481
29912.46958,41,5,1,29912.46958,0,N,Y,1/31/2019,Low Risk,1964
14755.62632,22,1,5,14755.62632,0,N,N,1/31/2019,Low Risk,2025
15813.34333,24,1,5,15813.34333,0,N,N,1/31/2019,Low Risk,9297
10955.38422,21,1,1,10955.38422,0,Y,N,1/31/2019,Low Risk,6452
10296.31595,45,9,9,10296.31595,0,N,N,1/31/2019,High Risk,5850
13962.64076,9,9,1,13962.64076,0,Y,Y,1/31/2019,Low Risk,9111
28263.00857,39,5,5,28263.00857,0,Y,Y,1/31/2019,Low Risk,6766
21384.15785,37,5,1,21384.15785,0,Y,N,1/31/2019,Low Risk,6813
25112.65069,22,1,9,25112.65069,0,Y,N,1/31/2019,Low Risk,5352
12040.20893,38,9,9,12040.20893,0,Y,Y,1/31/2019,Low Risk,5882
24158.18141,8,1,1,24158.18141,0,Y,Y,1/31/2019,Low Risk,4552
14350.80257,31,9,1,14350.80257,0,N,N,1/31/2019,Low Risk,7092
27540.96831,19,5,1,27540.96831,0,N,Y,1/31/2019,Low Risk,1589
20241.60224,37,1,9,20241.60224,0,N,N,1/31/2019,Low Risk,5898
23087.32346,44,1,9,23087.32346,0,N,N,1/31/2019,Low Risk,5842
19195.45863,11,1,9,19195.45863,0,N,N,1/31/2019,Low Risk,1859
20745.44361,15,5,9,20745.44361,0,N,Y,1/31/2019,Low Risk,3405
17657.15594,37,5,1,17657.15594,0,N,N,1/31/2019,Low Risk,7557
23456.55782,48,9,5,23456.55782,0,Y,N,1/31/2019,Low Risk,9588
18218.13862,31,5,9,18218.13862,0,N,Y,1/31/2019,High Risk,1101
11007.76285,8,5,5,11007.76285,0,Y,Y,1/31/2019,Low Risk,5558
16086.11145,21,1,5,16086.11145,0,Y,N,1/31/2019,Low Risk,9786
10651.58397,2,1,5,10651.58397,0,N,Y,1/31/2019,Low Risk,4642
22502.05517,1,1,9,22502.05517,0,Y,N,1/31/2019,Low Risk,9770
11168.12999,30,1,5,11168.12999,0,N,N,1/31/2019,High Risk,6547
25302.33145,21,1,9,25302.33145,0,Y,N,1/31/2019,High Risk,6632
29715.55595,38,5,5,29715.55595,0,N,N,1/31/2019,Low Risk,1354
21536.29518,20,9,9,21536.29518,0,N,N,1/31/2019,Low Risk,6975
18070.37774,7,1,5,18070.37774,0,Y,Y,1/31/2019,Low Risk,3275
26996.77894,10,1,1,26996.77894,0,Y,N,1/31/2019,High Risk,3277
21143.41081,17,5,5,21143.41081,0,N,N,1/31/2019,Low Risk,2133
19607.5306,20,9,9,19607.5306,0,Y,Y,1/31/2019,Low Risk,6069
20363.00389,40,1,1,20363.00389,0,N,N,1/31/2019,Low Risk,6722
26304.44157,14,1,9,26304.44157,0,Y,N,1/31/2019,Low Risk,1209
16262.00896,48,9,1,16262.00896,0,N,N,1/31/2019,Low Risk,7219
20356.13706,26,1,5,20356.13706,0,N,Y,1/31/2019,Low Risk,3837
16747.10992,48,9,9,16747.10992,0,N,N,1/31/2019,Low Risk,1670
15251.46795,20,5,1,15251.46795,0,N,N,1/31/2019,Low Risk,6498
10457.82127,26,1,5,10457.82127,0,Y,N,1/31/2019,High Risk,8991
12942.29816,48,9,9,12942.29816,0,Y,Y,1/31/2019,High Risk,1774
10080.04806,26,5,9,10080.04806,0,N,Y,1/31/2019,Low Risk,2007
24228.32218,46,1,5,24228.32218,0,Y,Y,1/31/2019,Low Risk,1606
27799.36371,27,9,1,27799.36371,0,N,N,1/31/2019,Low Risk,1731
21603.10982,43,9,1,21603.10982,0,Y,Y,1/31/2019,Low Risk,7818
25158.62611,23,1,1,25158.62611,0,N,N,1/31/2019,Low Risk,5667
14192.98537,37,5,9,14192.98537,0,Y,Y,1/31/2019,Low Risk,9243
15551.57366,19,9,1,15551.57366,0,N,Y,1/31/2019,Low Risk,2499
12240.6271,34,1,5,12240.6271,0,Y,N,1/31/2019,Low Risk,6005
21786.84908,28,9,5,21786.84908,0,Y,Y,1/31/2019,Low Risk,1434
21519.52918,44,5,1,21519.52918,0,N,Y,1/31/2019,Low Risk,9390
17412.53234,36,9,1,17412.53234,0,Y,N,1/31/2019,High Risk,1940
12693.41461,9,5,9,12693.41461,0,N,Y,1/31/2019,Low Risk,4277
14142.68126,8,9,1,14142.68126,0,Y,N,1/31/2019,High Risk,1097
27001.69317,17,9,1,27001.69317,0,N,N,1/31/2019,Low Risk,7708
14634.20562,15,5,5,14634.20562,0,N,N,1/31/2019,Low Risk,9816
17508.65688,30,5,1,17508.65688,0,N,N,1/31/2019,Low Risk,2316
14734.30529,8,5,5,14734.30529,0,Y,N,1/31/2019,Low Risk,4713
27043.8306,24,5,1,27043.8306,0,Y,Y,1/31/2019,Low Risk,2883
18494.07559,19,5,5,18494.07559,0,N,N,1/31/2019,Low Risk,3368
15744.53505,37,9,5,15744.53505,0,N,N,1/31/2019,High Risk,5223
20897.29314,12,5,9,20897.29314,0,N,Y,1/31/2019,Low Risk,4930
16911.1264,11,9,9,16911.1264,0,Y,Y,1/31/2019,Low Risk,7515
26595.4024,13,1,9,26595.4024,0,N,Y,1/31/2019,High Risk,8499
17571.74271,47,1,5,17571.74271,0,N,N,1/31/2019,High Risk,6765
28706.54137,7,9,1,28706.54137,0,N,N,1/31/2019,Low Risk,6046
20434.74426,18,5,1,20434.74426,0,Y,Y,1/31/2019,High Risk,6103
19243.73829,32,5,5,19243.73829,0,N,N,1/31/2019,Low Risk,6592
17634.53179,26,5,5,17634.53179,0,N,Y,1/31/2019,High Risk,8775
22591.2046,33,9,5,22591.2046,0,Y,Y,1/31/2019,Low Risk,7691
20972.6404,27,5,5,20972.6404,0,N,Y,1/31/2019,Low Risk,9496
28644.72972,15,5,9,28644.72972,0,N,N,1/31/2019,High Risk,6665
13143.13009,2,1,5,13143.13009,0,Y,N,1/31/2019,High Risk,7376
18091.92129,32,1,1,18091.92129,0,Y,N,1/31/2019,Low Risk,9324
29857.92261,22,5,5,29857.92261,0,N,Y,1/31/2019,High Risk,2353
12173.76592,20,1,5,12173.76592,0,N,Y,1/31/2019,High Risk,9415
22036.15259,29,1,9,22036.15259,0,N,Y,1/31/2019,Low Risk,5577
12127.41583,8,1,1,12127.41583,0,Y,Y,1/31/2019,Low Risk,6641
21020.85886,6,1,9,21020.85886,0,Y,Y,1/31/2019,Low Risk,8470
22207.21047,26,5,1,22207.21047,0,Y,Y,1/31/2019,High Risk,8055
20591.80073,20,1,5,20591.80073,0,N,Y,1/31/2019,Low Risk,2343
14295.25666,37,1,1,14295.25666,0,Y,Y,1/31/2019,High Risk,9813
20075.03175,42,5,1,20075.03175,0,Y,Y,1/31/2019,Low Risk,1219
14304.41608,36,9,1,14304.41608,0,Y,Y,1/31/2019,Low Risk,7474
17150.17992,38,9,9,17150.17992,0,N,Y,1/31/2019,Low Risk,6149
27597.47301,21,5,1,27597.47301,0,Y,Y,1/31/2019,Low Risk,9410
14970.106,14,9,1,14970.106,0,Y,N,1/31/2019,Low Risk,4725
11643.05491,2,9,9,11643.05491,0,N,N,1/31/2019,Low Risk,3452
11487.09202,31,1,1,11487.09202,0,N,N,1/31/2019,Low Risk,3594
11988.20132,34,5,5,11988.20132,0,Y,Y,1/31/2019,Low Risk,8930
10433.53701,48,5,9,10433.53701,0,N,Y,1/31/2019,Low Risk,9906
23193.76686,48,5,1,23193.76686,0,Y,N,1/31/2019,Low Risk,3992
14927.18039,35,5,1,14927.18039,0,Y,Y,1/31/2019,Low Risk,4262
13034.24439,26,9,9,13034.24439,0,Y,Y,1/31/2019,Low Risk,7885
22496.98205,49,5,9,22496.98205,0,N,Y,1/31/2019,Low Risk,3640
14306.4736,42,1,1,14306.4736,0,N,Y,1/31/2019,High Risk,2464
19909.12808,30,1,5,19909.12808,0,Y,N,1/31/2019,High Risk,6981
14408.98542,44,1,1,14408.98542,0,Y,N,1/31/2019,High Risk,9773
11009.06324,24,5,1,11009.06324,0,Y,N,1/31/2019,High Risk,8553
29967.70054,17,9,5,29967.70054,0,N,Y,1/31/2019,Low Risk,5458
25360.13155,48,5,9,25360.13155,0,N,Y,1/31/2019,Low Risk,7459
26055.53489,28,9,9,26055.53489,0,Y,N,1/31/2019,High Risk,2759
23432.83462,10,9,1,23432.83462,0,N,N,1/31/2019,Low Risk,2096
24468.81967,31,1,5,24468.81967,0,Y,Y,1/31/2019,Low Risk,2624
20162.65395,47,9,1,20162.65395,0,Y,Y,1/31/2019,High Risk,6573
19582.57198,2,5,1,19582.57198,0,N,Y,1/31/2019,High Risk,3514
22072.4855,17,1,9,22072.4855,0,Y,N,1/31/2019,Low Risk,7391
14865.59895,48,1,9,14865.59895,0,N,N,1/31/2019,Low Risk,9116
10698.57085,22,5,1,10698.57085,0,N,N,1/31/2019,Low Risk,3341
14671.41904,44,5,1,14671.41904,0,N,N,1/31/2019,Low Risk,6589
27665.91755,42,1,1,27665.91755,0,N,N,1/31/2019,Low Risk,1338
29495.16689,13,5,9,29495.16689,0,Y,N,1/31/2019,High Risk,9282
12705.25339,14,5,5,12705.25339,0,Y,N,1/31/2019,Low Risk,2877
29004.20499,42,9,5,29004.20499,0,Y,N,1/31/2019,Low Risk,8511
21079.4844,28,5,9,21079.4844,0,N,N,1/31/2019,Low Risk,4868
18174.71852,46,1,1,18174.71852,0,N,Y,1/31/2019,Low Risk,1254
19757.16299,25,5,1,19757.16299,0,Y,N,1/31/2019,Low Risk,6551
27277.38606,38,1,9,27277.38606,0,Y,N,1/31/2019,Low Risk,6669
20987.33983,43,9,5,20987.33983,0,N,N,1/31/2019,Low Risk,6607
11941.38249,17,5,5,11941.38249,0,Y,N,1/31/2019,Low Risk,2431
21414.92563,14,5,5,21414.92563,0,N,Y,1/31/2019,Low Risk,7296
19192.19163,39,9,5,19192.19163,0,Y,N,1/31/2019,Low Risk,1953
13946.71014,1,9,9,13946.71014,0,Y,Y,1/31/2019,Low Risk,2738
13832.67945,6,5,5,13832.67945,0,Y,N,1/31/2019,High Risk,8196
22204.87997,2,9,9,22204.87997,0,Y,Y,1/31/2019,High Risk,7516
11381.61418,28,5,1,11381.61418,0,N,N,1/31/2019,High Risk,8822
12433.34775,19,9,5,12433.34775,0,N,Y,1/31/2019,Low Risk,1084
20726.64384,34,9,9,20726.64384,0,Y,Y,1/31/2019,Low Risk,6831
10178.38015,31,1,9,10178.38015,0,N,Y,1/31/2019,Low Risk,3091
26331.71639,12,5,5,26331.71639,0,Y,Y,1/31/2019,Low Risk,2250
10793.70711,47,9,5,10793.70711,0,Y,N,1/31/2019,Low Risk,1914
17836.67802,7,9,9,17836.67802,0,Y,N,1/31/2019,Low Risk,2074
15759.62132,16,1,9,15759.62132,0,Y,N,1/31/2019,Low Risk,7244
11587.66057,42,9,5,11587.66057,0,Y,N,1/31/2019,High Risk,1280
19328.58421,9,5,9,19328.58421,0,N,N,1/31/2019,High Risk,4170
28761.94907,50,5,5,28761.94907,0,N,Y,1/31/2019,Low Risk,3607
18527.19435,36,5,5,18527.19435,0,Y,Y,1/31/2019,Low Risk,8298
15240.47919,42,9,9,15240.47919,0,N,N,1/31/2019,High Risk,6503
18146.25031,33,1,1,18146.25031,0,N,N,1/31/2019,High Risk,7507
11419.16673,3,1,5,11419.16673,0,Y,Y,1/31/2019,Low Risk,8642
22253.13661,34,5,9,22253.13661,0,Y,Y,1/31/2019,Low Risk,3674
14292.40645,2,1,1,14292.40645,0,N,Y,1/31/2019,High Risk,3642
15721.04658,21,1,5,15721.04658,0,Y,N,1/31/2019,Low Risk,6456
17728.04687,19,5,5,17728.04687,0,Y,N,1/31/2019,Low Risk,8609
28433.17512,33,5,9,28433.17512,0,N,Y,1/31/2019,Low Risk,6603
22758.06397,41,5,1,22758.06397,0,N,N,1/31/2019,Low Risk,1201
